MoleculeID,MolWeight,nbAtoms,nbHeavyAtoms,nbC,nbO,nbN,nbAromAtom,nbRing,nbHeteroRing,Sp3Sp2HybRatio,nbRotBd,nbHBdAcc,ndHBdDon,nbLipinskiFailures,TopoPolSurfAir,MolarRefract,CombDipolPolariz,LogP_pred,LogP_predRange,AD_LogP,AD_index_LogP,Conf_index_LogP,MP_pred,MP_predRange,AD_MP,AD_index_MP,Conf_index_MP,BP_pred,BP_predRange,AD_BP,AD_index_BP,Conf_index_BP,LogVP_pred,VP_predRange,AD_VP,AD_index_VP,Conf_index_VP,LogWS_pred,WS_predRange,AD_WS,AD_index_WS,Conf_index_WS,LogHL_pred,HL_predRange,AD_HL,AD_index_HL,Conf_index_HL,RT_pred,AD_RT,AD_index_RT,Conf_index_RT,RT_predRange,LogKOA_pred,KOA_predRange,AD_KOA,AD_index_KOA,Conf_index_KOA,ionization,pKa_a_pred,pKa_a_predRange,pKa_b_pred,pKa_b_predRange,AD_pKa,AD_index_pKa,Conf_index_pKa,LogD55_pred,LogD55_predRange,LogD74_pred,LogD74_predRange,AD_LogD,AD_index_LogD,Conf_index_LogD,LogOH_pred,LogOH_predRange,AD_AOH,AD_index_AOH,Conf_index_AOH,LogBCF_pred,BCF_predRange,AD_BCF,AD_index_BCF,Conf_index_BCF,BioDeg_LogHalfLife_pred,BioDeg_predRange,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,ReadyBiodeg_pred,AD_ReadyBiodeg,AD_index_ReadyBiodeg,Conf_index_ReadyBiodeg,LogKM_pred,KM_predRange,AD_KM,AD_index_KM,Conf_index_KM,LogKoc_pred,Koc_predRange,AD_Koc,AD_index_Koc,Conf_index_Koc,FUB_pred,FUB_predRange,AD_FUB,AD_index_FUB,Conf_index_FUB,Clint_pred,Clint_predRange,AD_Clint,AD_index_Clint,Conf_index_Clint,CACO2_pred,CACO2_predRange,AD_CACO2,AD_index_CACO2,Conf_index_CACO2,CrippenLogP,GATS2c,LipoaffinityIndex,AATS1p,ATSC1i,ETA_EtaP,MLFER_S,nN,ETA_Beta,SaltIndex,SHBd,maxHBd,ATSC1v,AATS1i,TopoPSA,nT6Ring,nHBDon,WTPT_5,minHBd,nHBint2,IC0,MLFER_BO,WTPT_3,MLFER_L,MLFER_E,SsOH,ATS1m,SHBint2,CrippenMR,piPC1,AATS0i,nHBDon_Lipinski,AATSC0v,nssO,MDEC_23,nHBAcc_Lipinski,piPC7,EE_Dt,XLogP,naasC,minHBa,MLFER_A,nHBAcc,MAXDN,mindNH,MDEO_11,apol,minHsOH,GATS1e,ndssC,ATS3m,nHBint6,nHBAcc2,AATSC0i,SpAD_Dzm,nAcid,SpMax4_Bhm,nHCsats,LipinskiFailures,ATSC6e,minsOH,WTPT_4,SaaN,minHBint2,maxHBa,ETA_dBeta,nBondsD2,C1SP2,minwHBa,AATS0e,maxwHBa,maxdCH2,TIC1,AATS1e,AATS3i,AATS3e,nHCsatu,SHdsCH,minsCl,ALogP,ATSC0v,ATSC1s,BCUTp_1l,IC2,nF6Ring,ATSC1p,VP_6,GATS1m,BCUTp_1h,SpMax1_Bhs,GATS1p,ATSC1e,ATS4m,hmax,ATSC2m,MAXDP,nCl,nHBa,SpMax_Dt,SaasC,ATS5e,VAdjMat,nF9HeteroRing,GATS8c,GATS1v,SpMax_Dzv,SpDiam_Dzi,VP_1,MPC3,TPC,VABC,SsssN,topoDiameter,AATS1m,MPC6,ATS1v,nBase,AATS2e,AATS4v,nAromBond,ATSC0m,nwHBa,ATS5p,SpMax2_Bhv,AATS5p,piPC5,ETA_BetaP_ns,R_TpiPCTPC,nHBint3,naaN,SpMax3_Bhv,ATSm5,nF8Ring,maxHBint2,ndO,GATS5e,SRW4,MDEO_12,maxHBint9,ETA_dBetaP,ATSC0p,ATS3p,maxHssNH,minHBint10,khs_ssNH,nssNH,mindssS,nTG12Ring,ATS4i,SRW6,MPC5,khs_ddsN,SdCH2,nHBint7,khs_ssSe,nFRing,SP_6,MATS4c,StsC,SHaaCH,SpMAD_Dzm,nHBint4,AATS5v,ALogp2,SHBint3,MATS6e,GATS3c,khs_ddssSe,nHsNH2,khs_ssPbH2,WNSA_2,GATS4c
DTXSID9020453,377.870630956,27,19,12,1,0,0,5,1,0.833333333333333,0,1,0,0,12.53,76.1249,1.535,5.12,[5.08:5.16],1,0.998,0.889,202,[200:204],1,0.998,0.887,330,[328:332],1,0.998,0.976,-5.23,[-5.28:-5.18],1,0.998,0.979,-6.27,[-6.34:-6.24],1,0.998,0.88,-5.08,[-5.09:-5.01],1,0.998,0.815,20.13,1,0.441,0.616,[17.58:22.68],8.56,[8.52:8.75],1,0.998,0.833,0,NaN,NA,NaN,NA,0,0,0,5.12,[5.08:5.16],5.12,[5.08:5.16],0,0.499,0.4445,-12.15,[-12.29:-12.01],1,0.287,0.68,3.91,[3.85:3.94],1,0.998,0.8,2.52,[2.01:3],0,0.144,0.363,0,1,0.442967477806836,0.721483738903418,1.65,[1.63:1.67],1,0.998,0.956,4.08,[4.05:4.11],1,0.998,0.827,0.01,[0.01:0.01],1,0.998,0.996,0,[0:4.44],1,0.604,0.517,-4.62,[-5.06:-4.18],0,0.156,0.416,4.40759,1.06380215271588,5.65506755658436,2.42787530580645,2.64404570634131,1.51756,1.535,0,15,0,0,0,47.237408411511,139.022542077974,12.53,3,0,0,0,0,1.69824583501603,0.679,18.2161961091447,10.378,1.885,0,5199.886197,0,77.305,3.2188758248682,155.380790443626,0,50.7152635544082,1,4,1,5.86078622346587,188.441481855027,3.005,0,1.2068023361608,0.003,1,0.57302029968366,0,0,40.336344,0,0.586376974669652,2,21286.008877,0,1,1.1290143289745,95.3484408225219,0,3.61801969272054,7,0,-1.49526,0,3.03910035489951,0,0,6.10054743708183,-12,1,0,2.14555898491084,8.51997666666667,2.14555898491084,0,80.3819625584136,7.97969883870968,153.224305381435,8.25820015957447,0,0,1.2068023361608,2.3381,1369.31211596902,-0.056362677136316,6.51899494381044,3.71785046512643,3,-0.000811238286217875,5.05574604672931,0.432911078890567,15.5111257465662,4.20374235644445,0.512108185548971,-0.0462000000000007,17384.222621,0.462709400632681,597.899263827159,2.60054743708183,6,7,188.441481855027,0,461.36986,5.24792751344359,0,0,0.579090104893178,55.5991907761555,74.5462746713114,8.51693162799143,75,1890,251.746155329561,0,6,167.738264419355,222,10648.0809085116,0,8.04253307812501,239.14895390764,0,4162.11055666667,2,103.797525989698,3.69780141204405,1.95844388659807,5.34233425196481,0.07895,1.34338624338624,0,0,2.93182518837599,115.97962226134,1,0,0,1.55442938017731,5.40717177146012,0,0,-0.63158,9.104990785224,202.70600904049,0,0,0,0,0,0,12956.9157457657,7.18916773842032,170,0,0,0,12.53,10,0,0.0716141168339833,0,0,5.01833899065905,0,236.880971416559,5.46671161,0,-0.431884290155751,0.854056650300506,377.870630956,0,3.005,5680.67477135864,0.882751244797377
DTXSID8041030,318.06588664,37,22,17,4,0,12,2,0,0.176470588235294,5,3,1,0,63.6,33.568,1.979,3.98,[3.59:4.37],1,0.613,0.696,149,[104:194],1,0.616,0.546,408,[337:471],1,0.486,0.428,-8.07,[-9.32:-6.82],1,0.558,0.54,-2.91,[-4.64:-1.18],1,0.646,0.405,-8.71,[-9.97:-7.45],1,0.564,0.505,11.44,1,0.459,0.516,[6.66:14.99],11.03,[9.66:12.06],1,0.735,0.544,1,4.42,[3.96:4.88],NaN,NA,1,0.411,0.725,2.87,[-1.78:7.52],1,[-5.55:7.55],1,0.512,0.7105,-10.86,[-11.07:-10.65],0,0.201,0.597,0.56,[0.3:0.82],1,0.294,0.626,0.55,[0.49:0.6],0,0.353,0.737,0,1,0.540014182574534,0.615498594099793,-0.22,[-0.61:0.23],1,0.379,0.559,3.32,[2.6:4.04],1,0.474,0.46,0.01,[0.01:0.01],1,0.998,0.998,6.79,[3:24.26],1,0.267,0.446,-4.61,[-4.81:-4.45],1,0.245,0.562,4.54768,0.951497963006216,6.13406097916627,1.94402600857895,1.18324949229862,0.72399,1.979,0,29,0,0.643430498005975,0.643430498005975,54.2517261645828,142.030001167651,63.6,2,1,0,0.643430498005975,1,1.53133911602399,1.11,12.8318088402591,10.961,1.704,9.04066929005872,4024.726176,7.10172398230755,88.9733000000001,3.46573590279973,157.817119051909,1,50.6404884108384,1,16.0466631046968,4,5.88731857137563,152.987165118315,4.081,4,0.775345166888975,0.502,3,2.71158355766942,0,0.550321208149104,45.309895,0.643430498005975,0.711295522399399,2,6646.382379,0,4,1.33623990765732,168.342389869568,1,3.38168845202785,2,0,1.46987588750913,9.04066929005872,10.3135463843219,0,7.10172398230755,12.3407818536365,3,2,1,-1.04491689100275,7.95806002702703,1.96168400475008,0,123.239999523944,7.81627784210527,153.302713053472,8.07910370370371,0,0,0.775345166888975,0.6807,1873.69807120102,-9.65404732950056,4.2577781511928,3.70918917632282,0,0.262703922713683,0.647934890856262,0.602923697291698,9.56884756321361,4.69104126886903,0.894508295451817,-0.237424542731921,5073.56521900001,0.69007925048314,457.698477262236,5.34078185363652,1,5,152.987165118315,2.86106134764832,547.919478000001,5.4594316186373,0,1.4880792930689,0.862317615060455,100.722029106825,135.236811930069,6.99978449828338,39,473,285.355584905212,0,13,105.913846736842,50,10863.7570077898,0,7.8243310967742,179.072425198964,12,2002.26565589189,14,103.75944322249,3.73199407149511,1.44110337809014,5.4925469076976,0.72727,6.19526294926004,1,0,3.47927201961461,30.276414479366,0,7.10172398230755,2,0.712092242800055,5.18738580584075,0.7937005259841,7.94043541386844,0.13636,9.60356886432891,121.195651203396,0,0,0,0,0,0,13758.0172414917,6.71052310945243,52,0,0,0,63.6,0,0,-0.170870118691981,0,4.27504402276826,7.65192681225307,0,197.306806377319,19.263321,3.48353209437655,0.175764386781108,1.09058575731218,318.06588664,0,4.131,1963.52575632831,1.24125569147254
DTXSID40862220,240.115029752,34,18,16,2,0,12,2,0,0.1875,5,2,0,1,26.3,20.2784,1.596,3.72,[3.25:4.19],1,0.577,0.655,62,[57:67],1,0.998,0.909,348,[331:365],1,0.8,0.859,-4.49,[-6:-2.85],1,0.668,0.529,-4.34,[-4.69:-4.02],1,0.729,0.757,-6.85,[-8.44:-5.27],1,0.813,0.537,19.21,1,0.553,0.619,[16.49:21.93],8.2,[7.84:8.55],1,0.993,0.893,0,NaN,NA,NaN,NA,0,0,0,3.72,[3.25:4.19],3.72,[3.25:4.19],0,0.2885,0.3275,-10.8,[-11.05:-10.55],1,0.347,0.635,1.57,[1.08:2.09],1,0.514,0.575,0.55,[0.49:0.6],1,0.517,0.792,1,1,0.535603591347098,0.574088852312153,-0.67,[-1.3:0.06],1,0.475,0.489,2.57,[2.17:3.11],1,0.568,0.601,0.06,[0.01:0.17],1,0.528,0.671,199.71,[15.7:603.47],1,0.337,0.27,-4.58,[-5.05:-4.11],1,0.274,0.419,3.27439,1.54776547247762,6.79969476922714,1.89877511314286,-1.38613199975562,0.62983,1.596,0,23.75,0,0,0,11.3814740335735,141.105727031183,26.3,2,0,0,0,0,1.26393342948563,0.769,5.52289364358061,8.816,1.426,0,3078.431311,0,73.825,3.29583686600433,157.596902983323,0,53.1187610303164,1,14.8099904992736,2,5.37730182216264,111.912228267835,5.847,2,5.59468631897203,0.003,2,1.84851851851852,0,0,40.432688,0,0.667108856113662,1,4447.65161700001,0,2,1.36455836690771,111.130219613533,0,3.07097483233045,2,1,-1.05463862975778,0,5.52289364358061,0,0,12.410235260771,3.25,1,0,0.00337962962963001,7.49550329411765,1.93005857898715,0,91.0253997004373,7.56091485714286,154.946168937309,7.59940323287672,1,0,0,-0.222299999999999,1806.03787503076,-2.44925028835063,5.18821317996628,3.33793509256316,0,-0.180407165708175,0.557680141077346,0.822186074827638,10.1784160048954,4.54792661838182,1.04248242572633,0.0176686505190316,4333.35109200001,0.896666666666667,-139.228386629759,5.41023526077098,0,2,111.912228267835,1.57685752078609,559.216808000001,5.16992500144231,0,0.105858567080972,0.967213484818208,62.3183905902918,81.9662699427261,6.08432579564435,31,322,237.904537808589,0,9,87.9551803142858,36,9520.24479614504,0,7.60176979310345,188.863957024442,12,1138.03510305882,13,97.0907981833389,3.74476274381895,1.34848330810193,5.25292766424923,0.75,5.10190217391304,0,0,3.26672825191043,26.9888277941931,0,0,1,2.01086050792719,4.90527477843843,0.333333333333333,0,0.18056,8.30409337566212,100.649425911886,0,0,0,0,0,0,10835.4306595476,6.37161184723186,44,0,0,0,26.3,0,0,0.0788453279766119,0,4.90920524691358,6.17390108964074,0,188.594999739837,10.73021049,0,-0.243647469363228,1.26930090500233,240.115029752,0,3.379,1582.04173773505,1.48582144732255
DTXSID2060092,124.052429496,17,9,7,2,0,6,1,0,0.142857142857143,0,0,2,0,40.46,10.6313,1.111,NaN,NA,0,0,0,106,[104:108],1,0.998,0.949,NaN,NA,0,0,0,-3.38,[-4.81:-2],1,0.87,0.599,0.21,[-0.12:0.54],1,0.8,0.749,-9.37,[-10.4:-8.16],1,0.778,0.609,4.34,1,0.515,0.612,[1.83:6.85],7.58,[7.15:8.01],1,0.886,0.789,0,NaN,NA,NaN,NA,0,0,0,NaN,NA,NaN,NA,0,0,0,-9.9,[-10.13:-9.69],1,0.729,0.809,1.01,[0.77:1.25],1,0.534,0.684,0.49,[0.38:0.6],0,0.341,0.704,0,1,0.689499990538753,0.844749995269376,-1.04,[-1.4:-0.66],1,0.516,0.61,1.89,[1.5:2.47],1,0.836,0.657,NaN,NA,0,0,0,NaN,NA,0,0,0,-4.88,[-5.69:-4.07],0,0.191,0.233,1.92171,0.55764400949749,2.31411212962963,1.76186951952941,4.52903997638236,NaN,1.111,0,NaN,0,1.35388888888889,0.694305555555556,85.13910308612,146.079469948806,40.46,1,2,0,0.659583333333333,0,1.40208140275603,0.689,4.98601972232272,5.048,1.01,17.7175925925926,1499.073337,0,38.516,2.56494935746154,161.04731061347,2,49.9120164663486,0,5.85380063611753,2,2.15103519486684,36.2467071299647,0.982,3,8.7775,1.089,0,1.5712037037037,0,0.25,19.258344,0.659583333333333,1.04719871487008,0,1937.358086,0,2,1.32864724006688,27.6981971142001,0,2.29792905804915,0,0,-0.416237840830449,8.7775,4.98601972232272,0,0,8.94009259259259,NaN,0,0,0.0954629629629633,7.83733858823529,1.65740740740741,0,49.2222057947654,7.91173576470588,153.040071476032,7.87108748387097,0,0,0,-0.2786,848.504279927926,-10.202614379085,4.73158629287329,3.29277019393699,0,0.744730009882356,0.0994790040569957,0.911613831066147,7.80136243672156,4.20392756015324,0.902611195096776,-0.34204894117647,1066.020916,0.694305555555556,134.012847484429,2.94009259259259,0,2,36.2467071299647,1.00083333333333,154.657116,4.16992500144231,0,0,0.879918664673378,16.4164621494612,19.8579465923928,2.68524746721254,13,78,116.042969679789,0,5,88.1807845294117,7,4422.524275871,0,7.65034646153846,115.900215904296,6,623.413871529412,6,13.846720366188,2.94396766134966,0.659367636485143,4.42708962345139,NaN,3.49399038461538,0,0,2.69556448497045,5.43865298980608,0,0,0,0.906315282683631,4.20469261939097,0,0,NaN,3.95295240453694,41.620370132849,0,0,0,0,0,0,5289.23800977939,5.66642668811243,14,0,0,0,40.46,0,0,0.175017293628316,0,1.66472222222222,3.07757745713335,2,71.2123051893323,4.14611044,0,-0.648490331163848,0.997569644816401,124.052429496,0,1.436,405.980252369141,0.898667059243656
DTXSID1025227,282.328651344001,62,20,20,0,0,0,0,0,1,17,0,0,2,0,64.2062,0.127,6.3,[3.53:9.07],1,0.585,0.176,37,[34:40],1,0.999,0.982,343,[342:344],1,0.998,0.972,-5.33,[-5:-5.24],1,0.998,0.824,-8.16,[-8.17:-8.04],1,0.998,0.796,-1.85,[-6.34:2.32],1,0.448,0.1,40.41,1,0.349,0.417,[33:40.79],8.82,[7.86:9.78],1,0.974,0.701,0,NaN,NA,NaN,NA,0,0,0,6.3,[3.53:9.07],6.3,[3.53:9.07],0,0.2925,0.088,-10.71,[-10.81:-10.61],1,0.484,0.778,2.51,[1.67:3.35],0,0.324,0.436,1.4,[1.37:1.43],1,0.998,0.94,1,1,0.938165447952967,0.969082723976483,0.94,[0.33:1.55],1,0.314,0.526,3.68,[2.96:4.4],0,0.245,0.398,0.02,[0:0.04],0,0.246,0.721,11.9,[3.15:22.19],1,0.205,0.511,-4.9,[-5.6:-4.2],0,0.147,0.259,8.04800000000001,1.44957654006017,14.7123168378043,1.63537641016393,-2.50874973528337,1.37257,0.127,0,9.5,0,0,0,-103.310290662548,144.921963436915,0,0,0,0,0,0,0.907165767573082,0.064,0,9.754,0.04,0,3249.515995,0,94.4540000000001,2.99573227355399,166.168201722878,0,49.1953765059695,0,0,0,2.63905732961526,138.565114487328,11.72,0,0,0.003,0,0.126385041551247,0,0,63.2053059999999,0,1.55,0,3429.699689,0,0,1.19464273108667,277.130228974656,0,3.29847350283734,20,2,-0.00113520915712672,0,0,0,0,0,-9.5,0,0,0,6.98364206451612,0,0,65.6241894613167,7.24934996721312,165.380027755698,6.97292783625733,0,0,0,-5.0814,3050.11334337011,-0.636316337148805,5.11735453841793,1.60537251915703,0,-0.461845067240767,1.31066017177982,1.55,7.63754690393808,3.62319049089467,1.54999999999999,-0.010883200832481,3232.94296,0.2,-761.166312568158,0.296831621956512,0,0,138.565114487328,0,1066.60086,5.32192809488736,0,0.957478887500542,1.55,138.565114487328,219.788933886122,9.9142135623731,17,165,354.476151218135,0,19,53.2707540163935,14,12865.7590207991,0,7.10123100000001,105.98887747331,0,1640.24915419355,0,147.339553609128,3.53131904936178,0.963003618360314,2.77258872223978,0,1,0,0,3.44653636259076,16,0,0,0,0.971101774042953,4.70953020131233,0,0,-0.475,13.6354257947284,165.382611327921,0,0,0,0,0,0,26801.0295911858,5.87773578177964,15,0,0,0,0,0,0,-1.23210511827663e-05,0,0,13.8565114487328,0,105.643135985106,25.82062596,0,-0.00152116402116232,0.961538305437233,282.328651344001,0,11.72,908.42518758337,0.960587318707575
DTXSID7020972,238.033819292,23,17,8,5,4,5,2,2,0.125,3,5,1,0,118.05,32.5062,0.635,-0.47,[-0.47:-0.44],1,0.998,0.842,263,[261:265],1,0.998,0.861,270,[244:293],0,0.361,0.697,-4.51,[-5.53:-3.49],1,0.471,0.6,-3.39,[-3.39:-3.33],1,0.998,0.836,-8.39,[-9.23:-7.55],1,0.332,0.482,4.11,1,0.534,0.565,[1.27:8.84],9.76,[8.69:10.83],1,0.882,0.662,1,2.2,[1.2:3.2],NaN,NA,1,0.292,0.628,-3.77,[-8.23:0.69],-5.67,[-12.03:0.69],1,0.645,0.735,-11.04,[-11.61:-10.47],0,0.173,0.49,0.38,[0.26:0.5],1,0.41,0.714,0.55,[0.49:0.6],0,0.243,0.699,0,1,0.445733486308507,0.722866743154254,-1.05,[-1.35:-0.75],1,0.334,0.585,1.75,[1.52:2.01],1,0.413,0.649,0.4,[0.25:0.55],1,0.714,0.688,14.53,[0.72:159.64],0,0.151,0.134,-6,[-6.09:-5.81],1,0.885,0.842,-0.14343,0.957753146717676,1.06475655200197,1.64997724375,-6.08831528746117,0.46873,0.635,4,24.5,0,0.697081207482993,0.697081207482993,-52.0172941614194,158.318382678367,118.05,0,1,12.4346330813094,0.697081207482993,3,1.95315258741511,0.46,25.3682549648185,8.565,1.462,0,3218.451554,15.8619246799099,61.4957,3.23867845216438,169.394671352956,1,33.8532437674884,0,5.89347696620465,9,5.13432676643881,106.171267609019,0.546,2,0.885601851851852,0.612,5,2.6910429526749,0,0.946721157105635,26.490758,0,0.65278480809093,2,4056.98086,1,8,1.63619115166087,97.1788362933172,0,2.97537708045804,0,0,-0.103589209829867,0,12.9336218835091,0,0.617336408238064,11.0607764865205,0.5,4,3,-0.646013112034937,9.05217547826087,1.3307846749811,0,93.2870374871478,8.661369,171.539523077302,8.97368571428571,1,0.813819444444444,0,-0.481199999999999,778.624606652233,-3.12555135475741,3.45262698386597,4.34964891257875,0,-0.48139402756793,0.24137536801885,0.525384560223754,8.25654570111036,4.95883528294721,1.14159196333027,0.0496988431001892,3133.629624,0.880408556941295,88.1726300207939,4.06077648652053,0,6,106.171267609019,-0.308102927899554,229.493476,5.08746284125034,0,1.14392130076674,0.891406837628032,76.9769877568607,72.3870333318318,4.50967068734084,30,322,183.430840436806,0.885601851851852,10,134.102148083333,31,6617.44409970058,0,8.75505315789474,198.482344218948,5,758.759236434783,7,33.449949112547,3.5359187535155,1.23888700416841,4.80913091788553,0.73529,4.94196428571429,0,0,3.01008845855801,20.3727617812392,0,7.71025942892323,3,1.12448430243409,4.91998092582813,0.90716657775616,7.19241464879413,0.02941,4.15959447715643,49.297413076849,0.697081207482993,0,1,1,0,0,5506.96611637405,6.37842618365159,34,1,0,0,118.05,0,0,0.133264832113853,0,1.4442295367221,5.71640213490101,0,201.458382391649,1.11429136,0,-0.0241412833926765,1.11537176145921,238.033819292,0,-0.093,818.716741674225,0.640741814951374
DTXSID0059031,206.127994448,29,15,9,0,6,6,1,1,0.222222222222222,5,6,2,0,93.95,41.061,2.708,1.62,[0.68:2.29],1,0.491,0.555,181,[135:227],1,0.406,0.459,355,[347:363],0,0.365,0.692,-7.99,[-9.92:-6.06],1,0.468,0.428,-2.37,[-3.44:-1.3],1,0.584,0.529,-9.04,[-9.53:-8.55],1,0.477,0.642,6.32,1,0.587,0.588,[2.53:10.11],9.1,[7.44:10.79],0,0.332,0.422,1,NaN,NA,4.23,[4.08:4.38],1,0.514,0.798,1.6,[0.66:2.54],1.62,[0.68:2.56],1,0.5025,0.6765,-10.03,[-10.38:-9.68],0,0.253,0.625,0.15,[-0.09:0.39],1,0.347,0.618,0.69,[0.41:0.97],0,0.365,0.583,0,1,0.433405032939821,0.71670251646991,-0.55,[-1.05:-0.04],1,0.331,0.545,1.84,[1.33:2.35],1,0.461,0.56,0.21,[0.11:0.31],1,0.383,0.637,7.36,[1.02:45.5],0,0.128,0.317,-4.55,[-4.84:-4.26],1,0.164,0.511,1.28235,0.47091401727339,3.98902808767952,1.56661835517241,-22.5967418377244,0.56394,2.708,6,19.75,0,1.25202239229025,0.626011196145125,-71.9695750912614,159.627896953248,93.95,1,2,17.459591573284,0.626011196145125,0,1.50135792870984,1.345,17.459591573284,9.935,2.754,0,2605.222435,0,63.8418,3.04452243772342,172.325403793431,4,45.3566214970626,0,3.27953828941472,6,4.76110498760885,74.9092547496922,0.257,3,1.82777777777778,0.497,6,1.55960695389267,0,0,31.775102,0,1.23165882988426,0,3443.660119,0,6,1.59468314426051,77.6466545345269,0,2.87881313420406,0,0,-1.08354090368609,0,0,11.6469274376417,0,5.46899376417234,-0.75,2,2,0.107059712773999,7.69423986206897,3.64344954648526,3.64344954648526,91.8618988500457,7.96316344827586,167.316332103272,7.77624958490566,2,0.920121882086168,0,-0.048399999999999,1315.34202341481,-10.9195402298851,5.4685625,3.45264004677711,0,-0.802168272413784,0.267344059187165,0.911070280022811,9.87450744309952,3.94827979208891,1.25809201013867,-0.349934344827585,3523.840539,0.631041666666667,264.153112268727,1.46899376417234,0,3,74.9092547496922,0.644489795918368,448.873664,4.90689059560852,0,1.21643345044356,1.07392279906868,54.1099988371227,50.4663943078904,4.40804654732861,22,195,193.7621293778,1.82777777777778,7,89.8352563793104,26,6720.4126627576,0,7.93307973333334,166.236670737445,6,1022.87138213793,7,73.115383239396,3.38761554244307,1.26061005585165,4.82380358182442,0.63333,3.86057692307692,0,3,3.24461482837739,21.8246095403807,0,0,0,1.31676540126983,4.67282883446191,0,0,-0.05,5.52131715511345,67.418935198792,0,0,0,0,0,0,10103.889039163,6.11146733950268,30,0,7.28689909297052,0,93.95,0,0,0.458215355485755,0,0,5.17644363563513,4,168.813871691408,0.436260250000001,0,-0.332015277083889,1.51878785704476,206.127994448,2,0.888,1125.478208375,0.565123414884219
DTXSID5021918,126.000305616,14,6,4,0,0,0,0,0,1,3,0,0,0,0,26.4788,0.441,2.43,[1.99:2.89],1,0.668,0.733,-37,[-43:-31],1,0.998,0.902,160,[155:161],1,0.998,0.839,0.62,[0.57:0.67],1,0.998,0.977,-0.94,[-1.08:-0.92],1,0.998,0.799,-3.31,[-3.31:-3.23],1,0.998,0.881,5.25,1,0.371,0.473,[1.06:10.04],4.02,[3.29:4.75],1,0.987,0.767,0,NaN,NA,NaN,NA,0,0,0,2.43,[1.99:2.89],2.43,[1.99:2.89],0,0.334,0.3665,-11.91,[-12.07:-11.75],1,0.739,0.833,1.02,[0.83:1.21],1,0.633,0.791,0.72,[0.61:0.83],1,0.629,0.785,0,1,0.60208353495129,0.801041767475645,-0.65,[-1.26:-0.04],1,0.565,0.581,2.15,[1.76:2.54],1,0.584,0.666,0.56,[0.25:0.83],0,0.228,0.335,1.33,[0.69:5.18],1,0.257,0.506,-4.76,[-5.2:-4.32],1,0.226,0.455,2.2442,1.00021654621415,3.74328763717421,1.88894265230769,-2.49635576019595,0.80977,0.441,0,3,0,0,0,-69.0020120832903,145.954019857785,0,0,0,0,0,0,1.37878349348618,0.064,4.77665042944955,3.464,0.294,0,1381.228967,0,30.674,1.79175946922805,165.916964013414,0,60.1416590882358,0,0,0,0,12.1093255402825,2.456,0,1.2741340877915,0.003,0,0.0715449245541838,0,0,16.734344,0,0.501460527441537,0,1247.827893,0,0,1.04401945161771,19.4186251315673,0,1.96089717342392,4,0,0,0,0,0,0,1.2741340877915,-3,0,0,0,7.71864471428571,0,0,23.3029689088065,7.58825415384615,169.191988143057,7.41543111111111,0,0,1.2741340877915,0.9358,841.983227235301,-0.0947163044458751,5.20324654474643,2.23592635062903,0,-0.250404163216001,0,0.531064977757454,7.22377248583881,3.47988500264576,0.846003017935539,-0.000260591836734818,1051.071164,0.195713305898491,-702.81221,0.0447530864197531,2,2,12.109311503913,0,74.978281,3.58496250072116,0,0,1.07366235924798,11.8332841075445,18.8972530938337,3.10356745147455,3,21,108.162532745133,0,5,106.248382076923,0,3112.43545193077,0,7.60333216666667,118.458482937505,0,1946.37342,0,12.345286579396,2.89845088231209,1.37169850882178,0.693147180559945,0,1,0,0,2.14181247571234,5.90354127887619,0,0,0,1.80344590480667,3.29583686600433,0,0,-0.5,5.065935993768,30.128244298188,0,0,0,0,0,0,3089.22852482395,4.34380542185368,1,0,0,0,0,0,0,-0.150001189848537,0,0,3.23643752192788,0,125.438932484862,0.875721639999999,0,0,0.705254104601088,126.000305616,0,2.456,124.445880109375,1.19415571615891
